# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous)	moments(pressure viscous)
312.15          	((1.18222974e+00 5.61256017e-01 4.20543520e-20) (2.57507041e-01 7.13822928e-02 -2.45728961e-20)) ((1.84672248e-19 -2.31022815e-20 -2.80242629e-08) (-8.69090099e-20 -3.00291090e-21 -1.53934989e-03))
312.2           	((1.18051174e+00 5.50291584e-01 4.19253705e-20) (2.57498232e-01 7.11638172e-02 -2.43259280e-20)) ((1.84414963e-19 -2.28994869e-20 -2.78986037e-08) (-8.64764436e-20 -2.98115571e-21 -1.16729045e-03))
312.25          	((1.17912389e+00 5.38213135e-01 4.17581564e-20) (2.57469834e-01 7.08750991e-02 -2.40114992e-20)) ((1.84147343e-19 -2.26640487e-20 -2.77387164e-08) (-8.56230008e-20 -2.89347712e-21 -7.98640863e-04))
312.3           	((1.17747448e+00 5.26386252e-01 4.16024109e-20) (2.57424064e-01 7.05293365e-02 -2.37643058e-20)) ((1.83868976e-19 -2.24630166e-20 -2.75974876e-08) (-8.47969124e-20 -2.74170830e-21 -4.27906302e-04))
312.35          	((1.17583440e+00 5.14509706e-01 4.14666418e-20) (2.57366848e-01 7.01377087e-02 -2.36253760e-20)) ((1.83587104e-19 -2.22784576e-20 -2.74610231e-08) (-8.40315148e-20 -2.52083157e-21 -5.62558843e-05))
312.4           	((1.17397577e+00 5.01736603e-01 4.13234186e-20) (2.57298512e-01 6.96956790e-02 -2.35255553e-20)) ((1.83286334e-19 -2.21208319e-20 -2.73424339e-08) (-8.32844013e-20 -2.29892225e-21 3.11060654e-04))
312.45          	((1.17205952e+00 4.88793879e-01 4.13263019e-20) (2.57225640e-01 6.92015256e-02 -2.36670504e-20)) ((1.82919877e-19 -2.20951988e-20 -2.73023405e-08) (-8.27027737e-20 -1.97518473e-21 6.72981468e-04))
312.5           	((1.16996996e+00 4.74462506e-01 4.11262175e-20) (2.57139647e-01 6.86515157e-02 -2.37643129e-20)) ((1.82589394e-19 -2.18711368e-20 -2.71759653e-08) (-8.22202463e-20 -1.64782743e-21 1.03235073e-03))
312.55          	((1.16770212e+00 4.60427373e-01 4.09072064e-20) (2.57043894e-01 6.80480815e-02 -2.39184555e-20)) ((1.82288779e-19 -2.16807899e-20 -2.70948547e-08) (-8.18293890e-20 -1.29145821e-21 1.38488346e-03))
312.6           	((1.16564406e+00 4.46512940e-01 4.07226567e-20) (2.56947538e-01 6.73903657e-02 -2.40892901e-20)) ((1.81988590e-19 -2.15308192e-20 -2.70379464e-08) (-8.14793924e-20 -9.14913575e-22 1.72993355e-03))
312.65          	((1.16365921e+00 4.31795674e-01 4.05113560e-20) (2.56846452e-01 6.66782038e-02 -2.42114144e-20)) ((1.81678234e-19 -2.13602552e-20 -2.69763639e-08) (-8.12750886e-20 -5.92395562e-22 2.06825627e-03))
312.7           	((1.16125604e+00 4.16956446e-01 4.02393885e-20) (2.56739460e-01 6.59240319e-02 -2.43458230e-20)) ((1.81373251e-19 -2.11665557e-20 -2.69349141e-08) (-8.11505748e-20 -2.74027036e-22 2.41078267e-03))
312.75          	((1.15851506e+00 4.01342858e-01 3.99896248e-20) (2.56615528e-01 6.51198328e-02 -2.42533448e-20)) ((1.81016788e-19 -2.09900988e-20 -2.68965373e-08) (-8.12238210e-20 -1.15564979e-22 2.75057212e-03))
312.8           	((1.15595678e+00 3.85417441e-01 3.97093592e-20) (2.56460946e-01 6.42499768e-02 -2.39459994e-20)) ((1.80666168e-19 -2.07788007e-20 -2.68476711e-08) (-8.14476768e-20 -1.19194859e-22 3.07659898e-03))
312.85          	((1.15331403e+00 3.69437698e-01 3.93922487e-20) (2.56283740e-01 6.33261555e-02 -2.38030088e-20)) ((1.80315477e-19 -2.05749179e-20 -2.67886070e-08) (-8.15273724e-20 2.99161335e-23 3.40414394e-03))
312.9           	((1.15054150e+00 3.53007161e-01 3.90679598e-20) (2.56091191e-01 6.23446160e-02 -2.38238402e-20)) ((1.79958002e-19 -2.03747818e-20 -2.67244095e-08) (-8.14315217e-20 3.21307977e-22 3.73385327e-03))
312.95          	((1.14796090e+00 3.36515040e-01 3.87206795e-20) (2.55888325e-01 6.13073523e-02 -2.39321369e-20)) ((1.79587963e-19 -2.01513920e-20 -2.66560593e-08) (-8.12723351e-20 6.56519753e-22 4.05957058e-03))
313             	((1.14519142e+00 3.19214417e-01 3.83215729e-20) (2.55675000e-01 6.02110142e-02 -2.39826467e-20)) ((1.79240119e-19 -1.99054533e-20 -2.65685318e-08) (-8.11783661e-20 9.52966300e-22 4.37916840e-03))
313.05          	((1.14243436e+00 3.01509828e-01 3.78720438e-20) (2.55450235e-01 5.90629139e-02 -2.39842725e-20)) ((1.78909946e-19 -1.96160529e-20 -2.64743196e-08) (-8.11058870e-20 1.20882166e-21 4.69700187e-03))
313.1           	((1.13951269e+00 2.84236704e-01 3.73720501e-20) (2.55210117e-01 5.78736614e-02 -2.34633064e-20)) ((1.78568248e-19 -1.93231165e-20 -2.63232108e-08) (-8.12856908e-20 1.08563141e-21 5.01864742e-03))
313.15          	((1.13660293e+00 2.66444089e-01 3.68837401e-20) (2.54951043e-01 5.66349721e-02 -2.28729554e-20)) ((1.78218162e-19 -1.90426753e-20 -2.61929300e-08) (-8.15032626e-20 1.15346649e-21 5.33523277e-03))
313.2           	((1.13388563e+00 2.48044642e-01 3.63186480e-20) (2.54691059e-01 5.53244080e-02 -2.19586897e-20)) ((1.77884603e-19 -1.87009359e-20 -2.60327758e-08) (-8.20057570e-20 1.20394861e-21 5.63924444e-03))
313.25          	((1.13159563e+00 2.29906349e-01 3.57747642e-20) (2.54444146e-01 5.39555123e-02 -2.06672570e-20)) ((1.77575805e-19 -1.83628340e-20 -2.58961273e-08) (-8.26518765e-20 1.12246837e-21 5.94479702e-03))
313.3           	((1.12886822e+00 2.11021842e-01 3.50803423e-20) (2.54225026e-01 5.25423163e-02 -1.90098113e-20)) ((1.77308949e-19 -1.79437914e-20 -2.56763990e-08) (-8.35032847e-20 7.62299524e-22 6.27041595e-03))
313.35          	((1.12656588e+00 1.92795216e-01 3.43840781e-20) (2.54001083e-01 5.10891562e-02 -1.72354729e-20)) ((1.77069578e-19 -1.75373274e-20 -2.54493967e-08) (-8.44074335e-20 3.09503527e-22 6.59295081e-03))
313.4           	((1.12384706e+00 1.72615385e-01 3.36338697e-20) (2.53757718e-01 4.95867779e-02 -1.53396873e-20)) ((1.76773735e-19 -1.70549571e-20 -2.51842934e-08) (-8.53645429e-20 -2.31361575e-22 6.90810588e-03))
313.45          	((1.12133270e+00 1.53858140e-01 3.28983735e-20) (2.53508868e-01 4.80402325e-02 -1.36909470e-20)) ((1.76509252e-19 -1.66278924e-20 -2.49261151e-08) (-8.62645299e-20 -5.24589208e-22 7.21530138e-03))
313.5           	((1.11888836e+00 1.34351763e-01 3.19588446e-20) (2.53265965e-01 4.64201939e-02 -1.24524067e-20)) ((1.76294223e-19 -1.60183216e-20 -2.45268585e-08) (-8.70768617e-20 -4.06378048e-22 7.49126586e-03))
313.55          	((1.11685204e+00 1.15294376e-01 3.10800852e-20) (2.53027947e-01 4.47651091e-02 -1.13176731e-20)) ((1.76117493e-19 -1.54708121e-20 -2.41796966e-08) (-8.77133829e-20 -1.52704822e-22 7.76356754e-03))
313.6           	((1.11429330e+00 9.42381778e-02 3.01618105e-20) (2.52780389e-01 4.30651511e-02 -1.01738003e-20)) ((1.75881589e-19 -1.48756362e-20 -2.37820510e-08) (-8.82431941e-20 -5.66482371e-23 8.02972220e-03))
313.65          	((1.11207583e+00 7.48525097e-02 2.91242426e-20) (2.52548835e-01 4.13440057e-02 -9.25815925e-21)) ((1.75702344e-19 -1.42203925e-20 -2.33182744e-08) (-8.86651846e-20 2.37173188e-22 8.31520471e-03))
313.7           	((1.11013634e+00 5.53647691e-02 2.80649285e-20) (2.52319770e-01 3.95930487e-02 -8.34885785e-21)) ((1.75547930e-19 -1.35326683e-20 -2.28168305e-08) (-8.90707700e-20 4.99167259e-22 8.58689501e-03))
313.75          	((1.10802110e+00 3.51138207e-02 2.69777337e-20) (2.52095379e-01 3.77971085e-02 -6.99575743e-21)) ((1.75386259e-19 -1.28275769e-20 -2.23335488e-08) (-8.95073095e-20 2.45399675e-22 8.82434121e-03))
313.8           	((1.10643316e+00 1.45534028e-02 2.58149445e-20) (2.51876340e-01 3.59880414e-02 -5.84209101e-21)) ((1.75255653e-19 -1.20571841e-20 -2.16657293e-08) (-8.98565246e-20 1.70344840e-22 9.06220901e-03))
313.85          	((1.10499918e+00 -5.69051850e-03 2.46372197e-20) (2.51645526e-01 3.41588357e-02 -4.94096746e-21)) ((1.75150396e-19 -1.12767308e-20 -2.10493843e-08) (-9.01161698e-20 3.30032228e-22 9.29510284e-03))
313.9           	((1.10354437e+00 -2.57183289e-02 2.33938306e-20) (2.51427211e-01 3.23105372e-02 -3.70156247e-21)) ((1.75100978e-19 -1.04495320e-20 -2.03846807e-08) (-9.06184342e-20 2.17921279e-22 9.53075343e-03))
313.95          	((1.10211638e+00 -4.66605350e-02 2.21146295e-20) (2.51232225e-01 3.04266511e-02 -1.75848515e-21)) ((1.75039450e-19 -9.57888661e-21 -1.96204716e-08) (-9.14559540e-20 -5.00084820e-22 9.76613274e-03))
314             	((1.10136120e+00 -6.58363527e-02 2.07985921e-20) (2.51025637e-01 2.85248754e-02 2.09290267e-22)) ((1.74985133e-19 -8.73374539e-21 -1.88179185e-08) (-9.22567613e-20 -1.21805893e-21 9.99100295e-03))
314.05          	((1.09994606e+00 -8.64218037e-02 1.94825167e-20) (2.50826668e-01 2.65840192e-02 2.01472287e-21)) ((1.74929254e-19 -7.86235637e-21 -1.79598419e-08) (-9.30299880e-20 -1.79641916e-21 1.01965465e-02))
314.1           	((1.09880947e+00 -1.07194190e-01 1.80791766e-20) (2.50645461e-01 2.46166340e-02 3.77263162e-21)) ((1.74925689e-19 -6.91560448e-21 -1.69776564e-08) (-9.37890028e-20 -2.33067359e-21 1.03999715e-02))
314.15          	((1.09838875e+00 -1.26928784e-01 1.66944586e-20) (2.50475622e-01 2.26169940e-02 5.36076249e-21)) ((1.74914135e-19 -6.01030623e-21 -1.59933762e-08) (-9.44890262e-20 -2.83246963e-21 1.05871183e-02))
314.2           	((1.09833574e+00 -1.47025558e-01 1.52109392e-20) (2.50350028e-01 2.06017261e-02 6.22737629e-21)) ((1.74970796e-19 -5.02010404e-21 -1.49337577e-08) (-9.48000504e-20 -2.77613653e-21 1.07863434e-02))
314.25          	((1.09778639e+00 -1.67889122e-01 1.36972032e-20) (2.50216126e-01 1.85318972e-02 6.93028472e-21)) ((1.74997520e-19 -3.99620162e-21 -1.38003033e-08) (-9.49617846e-20 -2.50661337e-21 1.09569936e-02))
314.3           	((1.09769784e+00 -1.88105080e-01 1.22657785e-20) (2.50093953e-01 1.64213792e-02 7.26386632e-21)) ((1.75011992e-19 -3.07012522e-21 -1.26203128e-08) (-9.49238010e-20 -1.92002495e-21 1.11097559e-02))
314.35          	((1.09792121e+00 -2.07086910e-01 1.08030951e-20) (2.49982136e-01 1.42926740e-02 7.62724801e-21)) ((1.75096553e-19 -2.14431832e-21 -1.14165378e-08) (-9.48504416e-20 -1.36906146e-21 1.12529042e-02))
314.4           	((1.09811280e+00 -2.27336452e-01 9.25253553e-21) (2.49890210e-01 1.21436830e-02 7.76168666e-21)) ((1.75168456e-19 -1.12527453e-21 -1.01248036e-08) (-9.46901068e-20 -5.93512445e-22 1.13936106e-02))
314.45          	((1.09823454e+00 -2.47033753e-01 7.76937868e-21) (2.49826455e-01 9.97653807e-03 7.79773085e-21)) ((1.75215652e-19 -1.78652584e-22 -8.84624048e-09) (-9.44947938e-20 2.86823363e-22 1.15303234e-02))
314.5           	((1.09902648e+00 -2.65002745e-01 6.20138851e-21) (2.49768435e-01 7.80630035e-03 7.83550723e-21)) ((1.75358984e-19 8.10003205e-22 -7.50802550e-09) (-9.42902011e-20 1.14526820e-21 1.16553509e-02))
314.55          	((1.09982482e+00 -2.85025839e-01 4.66355546e-21) (2.49714952e-01 5.61987015e-03 7.88131538e-21)) ((1.75458000e-19 1.81676571e-21 -6.15683003e-09) (-9.40728920e-20 1.98473158e-21 1.17692420e-02))
314.6           	((1.10117891e+00 -3.03232295e-01 3.14404231e-21) (2.49648489e-01 3.42751393e-03 7.93643472e-21)) ((1.75583660e-19 2.76375164e-21 -4.74214173e-09) (-9.38426043e-20 2.80212786e-21 1.18702174e-02))
314.65          	((1.10214053e+00 -3.22349511e-01 1.64078469e-21) (2.49638858e-01 1.22899667e-03 8.53323150e-21)) ((1.75696195e-19 3.69666370e-21 -3.32695198e-09) (-9.37862690e-20 3.09683722e-21 1.19770963e-02))
314.7           	((1.10328175e+00 -3.41391394e-01 1.37674640e-22) (2.49617973e-01 -9.84575875e-04 9.84505654e-21)) ((1.75836194e-19 4.63626470e-21 -1.88029583e-09) (-9.39483472e-20 2.70629399e-21 1.20655754e-02))
314.75          	((1.10448962e+00 -3.59232987e-01 -1.29425697e-21) (2.49584218e-01 -3.20231712e-03 1.10294413e-20)) ((1.75962333e-19 5.50435628e-21 -4.54247973e-10) (-9.40526888e-20 2.41148087e-21 1.21416743e-02))
314.8           	((1.10600274e+00 -3.77363503e-01 -2.75439895e-21) (2.49559745e-01 -5.42447338e-03 1.22680109e-20)) ((1.76108531e-19 6.39728524e-21 1.04575247e-09) (-9.41388506e-20 2.06109788e-21 1.22044861e-02))
314.85          	((1.10812069e+00 -3.94161186e-01 -4.18108081e-21) (2.49593838e-01 -7.63605370e-03 1.35247533e-20)) ((1.76283504e-19 7.24075135e-21 2.50300747e-09) (-9.41864806e-20 1.69598217e-21 1.22608962e-02))
314.9           	((1.11004840e+00 -4.10420382e-01 -5.59943111e-21) (2.49633733e-01 -9.83394941e-03 1.45991287e-20)) ((1.76443120e-19 8.05393897e-21 3.99040916e-09) (-9.41585282e-20 1.49005228e-21 1.23033602e-02))
314.95          	((1.11168318e+00 -4.27071321e-01 -6.88292954e-21) (2.49647639e-01 -1.20214528e-02 1.54338132e-20)) ((1.76575944e-19 8.77041689e-21 5.38244045e-09) (-9.40777102e-20 1.49849228e-21 1.23314767e-02))
315             	((1.11406221e+00 -4.42700329e-01 -8.19697916e-21) (2.49699836e-01 -1.41939966e-02 1.65118606e-20)) ((1.76779578e-19 9.51145731e-21 6.80283124e-09) (-9.41006992e-20 1.25968799e-21 1.23432924e-02))
315.05          	((1.11614069e+00 -4.59742038e-01 -9.52189993e-21) (2.49793243e-01 -1.63612262e-02 1.73376586e-20)) ((1.76921469e-19 1.02895325e-20 8.24622643e-09) (-9.41744601e-20 1.25256791e-21 1.23465487e-02))
315.1           	((1.11866887e+00 -4.74387515e-01 -1.07097521e-20) (2.49888309e-01 -1.85128872e-02 1.79896841e-20)) ((1.77105478e-19 1.09071636e-20 9.64091948e-09) (-9.42757566e-20 1.38808188e-21 1.23372183e-02))
315.15          	((1.12101031e+00 -4.89450110e-01 -1.19448937e-20) (2.49993863e-01 -2.06507438e-02 1.86838221e-20)) ((1.77289705e-19 1.15775721e-20 1.10369194e-08) (-9.43553299e-20 1.45781074e-21 1.23055734e-02))
315.2           	((1.12356001e+00 -5.03555689e-01 -1.30873808e-20) (2.50115394e-01 -2.27618256e-02 1.93813763e-20)) ((1.77471384e-19 1.21633190e-20 1.23845421e-08) (-9.44082047e-20 1.50677539e-21 1.22690825e-02))
315.25          	((1.12635188e+00 -5.17139718e-01 -1.41860921e-20) (2.50262791e-01 -2.48482914e-02 2.00535183e-20)) ((1.77659351e-19 1.27104789e-20 1.36925127e-08) (-9.43815753e-20 1.55588207e-21 1.22245718e-02))
315.3           	((1.12878330e+00 -5.30121455e-01 -1.51645333e-20) (2.50419694e-01 -2.69140949e-02 2.06928321e-20)) ((1.77820603e-19 1.31468345e-20 1.49270724e-08) (-9.42560687e-20 1.59320112e-21 1.21607947e-02))
315.35          	((1.13134685e+00 -5.42772220e-01 -1.61005596e-20) (2.50565434e-01 -2.89517218e-02 2.11157367e-20)) ((1.77976774e-19 1.35535577e-20 1.61239278e-08) (-9.41431077e-20 1.78988637e-21 1.20862352e-02))
315.4           	((1.13385401e+00 -5.53919813e-01 -1.69528605e-20) (2.50741048e-01 -3.09522196e-02 2.13432556e-20)) ((1.78128101e-19 1.38531756e-20 1.72456142e-08) (-9.40763095e-20 2.14881458e-21 1.19975594e-02))
315.45          	((1.13634158e+00 -5.66789910e-01 -1.78967052e-20) (2.50927388e-01 -3.29271663e-02 2.13549998e-20)) ((1.78277547e-19 1.42890959e-20 1.84293809e-08) (-9.40868248e-20 2.69041397e-21 1.19007275e-02))
315.5           	((1.13897876e+00 -5.77507747e-01 -1.87114249e-20) (2.51129390e-01 -3.48760870e-02 2.15753379e-20)) ((1.78444067e-19 1.45785707e-20 1.95310607e-08) (-9.39905086e-20 3.02009525e-21 1.17866126e-02))
315.55          	((1.14177033e+00 -5.88066157e-01 -1.94747161e-20) (2.51339684e-01 -3.67927655e-02 2.17889132e-20)) ((1.78593080e-19 1.48241207e-20 2.05558645e-08) (-9.37564169e-20 3.32590962e-21 1.16544798e-02))
315.6           	((1.14493217e+00 -5.97921268e-01 -2.01652052e-20) (2.51560849e-01 -3.86711151e-02 2.19532420e-20)) ((1.78760891e-19 1.50259384e-20 2.15415883e-08) (-9.35160309e-20 3.65452952e-21 1.15139435e-02))
315.65          	((1.14791044e+00 -6.06852666e-01 -2.08299168e-20) (2.51790234e-01 -4.05069182e-02 2.20522618e-20)) ((1.78924179e-19 1.51830589e-20 2.24718395e-08) (-9.32768211e-20 4.01449461e-21 1.13651878e-02))
315.7           	((1.15063623e+00 -6.16202270e-01 -2.14747670e-20) (2.52013339e-01 -4.23128694e-02 2.22170729e-20)) ((1.79061201e-19 1.53483564e-20 2.33765421e-08) (-9.30361684e-20 4.28172531e-21 1.12015683e-02))
315.75          	((1.15261807e+00 -6.23630563e-01 -2.19624444e-20) (2.52234791e-01 -4.40756433e-02 2.23860088e-20)) ((1.79173621e-19 1.53322131e-20 2.41096814e-08) (-9.27973499e-20 4.50789681e-21 1.10262007e-02))
315.8           	((1.15581533e+00 -6.31309872e-01 -2.24758625e-20) (2.52465074e-01 -4.57909027e-02 2.27997939e-20)) ((1.79317805e-19 1.53731839e-20 2.48760335e-08) (-9.26059253e-20 4.47719359e-21 1.08447706e-02))
315.85          	((1.15788090e+00 -6.38604288e-01 -2.29085129e-20) (2.52683903e-01 -4.74626792e-02 2.31819105e-20)) ((1.79433420e-19 1.53557971e-20 2.55522444e-08) (-9.24568116e-20 4.44994537e-21 1.06577048e-02))
315.9           	((1.16101643e+00 -6.44115544e-01 -2.33632940e-20) (2.52914555e-01 -4.90817154e-02 2.35979583e-20)) ((1.79565442e-19 1.53503461e-20 2.62383348e-08) (-9.22757166e-20 4.36211130e-21 1.04630162e-02))
315.95          	((1.16339843e+00 -6.50698018e-01 -2.37672280e-20) (2.53151138e-01 -5.06586198e-02 2.39208921e-20)) ((1.79679658e-19 1.53118067e-20 2.68302361e-08) (-9.21660643e-20 4.35309243e-21 1.02638964e-02))
316             	((1.16564676e+00 -6.55319047e-01 -2.40984968e-20) (2.53394477e-01 -5.21835854e-02 2.39750627e-20)) ((1.79806206e-19 1.51940035e-20 2.73288514e-08) (-9.20598920e-20 4.57624462e-21 1.00603614e-02))
316.05          	((1.16817672e+00 -6.59336644e-01 -2.44108016e-20) (2.53637461e-01 -5.36558766e-02 2.38387594e-20)) ((1.79948308e-19 1.50773385e-20 2.78171754e-08) (-9.19618346e-20 4.93554847e-21 9.85272897e-03))
316.1           	((1.17033996e+00 -6.63366575e-01 -2.46979141e-20) (2.53875907e-01 -5.50838831e-02 2.40085114e-20)) ((1.80032047e-19 1.49389129e-20 2.81837773e-08) (-9.17078923e-20 4.98282047e-21 9.63620367e-03))
316.15          	((1.17217644e+00 -6.66153950e-01 -2.49613050e-20) (2.54116024e-01 -5.64558604e-02 2.40283404e-20)) ((1.80108259e-19 1.47686600e-20 2.85292123e-08) (-9.14298459e-20 5.13552654e-21 9.40595540e-03))
316.2           	((1.17478579e+00 -6.69308147e-01 -2.51629711e-20) (2.54365947e-01 -5.77764855e-02 2.39402656e-20)) ((1.80208870e-19 1.45858751e-20 2.88214962e-08) (-9.11150733e-20 5.34614630e-21 9.16244383e-03))
316.25          	((1.17565794e+00 -6.70464311e-01 -2.53220680e-20) (2.54606235e-01 -5.90360507e-02 2.38332512e-20)) ((1.80267535e-19 1.43457987e-20 2.90589823e-08) (-9.07385137e-20 5.53233856e-21 8.90928620e-03))
316.3           	((1.17765696e+00 -6.72400397e-01 -2.54798948e-20) (2.54827135e-01 -6.02344572e-02 2.36531741e-20)) ((1.80329298e-19 1.41610043e-20 2.92681060e-08) (-9.04316875e-20 5.73000641e-21 8.64943225e-03))
316.35          	((1.17931840e+00 -6.72679357e-01 -2.54975816e-20) (2.55033344e-01 -6.13625486e-02 2.35297917e-20)) ((1.80410849e-19 1.38167948e-20 2.93629940e-08) (-9.01147292e-20 5.86167929e-21 8.38069355e-03))
316.4           	((1.18096105e+00 -6.72895710e-01 -2.56011353e-20) (2.55230614e-01 -6.24271471e-02 2.35638571e-20)) ((1.80475270e-19 1.35781130e-20 2.95126138e-08) (-8.99107272e-20 5.86532244e-21 8.10251790e-03))
316.45          	((1.18238846e+00 -6.72013316e-01 -2.56149612e-20) (2.55429743e-01 -6.34330034e-02 2.36810057e-20)) ((1.80518241e-19 1.32661116e-20 2.95803608e-08) (-8.97967014e-20 5.77220887e-21 7.81703100e-03))
316.5           	((1.18368403e+00 -6.71277839e-01 -2.56532516e-20) (2.55635508e-01 -6.43883982e-02 2.38113381e-20)) ((1.80554631e-19 1.29933749e-20 2.96549538e-08) (-8.97346300e-20 5.64262248e-21 7.52451047e-03))
316.55          	((1.18492814e+00 -6.69162941e-01 -2.56314782e-20) (2.55825235e-01 -6.52801047e-02 2.41162009e-20)) ((1.80599241e-19 1.26456655e-20 2.96492894e-08) (-8.97825388e-20 5.35354252e-21 7.22113802e-03))
316.6           	((1.18548674e+00 -6.66461640e-01 -2.56065157e-20) (2.55989659e-01 -6.61004509e-02 2.44167746e-20)) ((1.80595183e-19 1.23321626e-20 2.96038265e-08) (-8.98463596e-20 5.04015754e-21 6.91100463e-03))
316.65          	((1.18656239e+00 -6.63834038e-01 -2.55797983e-20) (2.56141992e-01 -6.68596819e-02 2.47071921e-20)) ((1.80599995e-19 1.20262790e-20 2.95746197e-08) (-8.99155018e-20 4.69147537e-21 6.59300079e-03))
316.7           	((1.18701826e+00 -6.60481920e-01 -2.55713779e-20) (2.56290804e-01 -6.75630169e-02 2.46576018e-20)) ((1.80573028e-19 1.17427822e-20 2.95360485e-08) (-8.99315056e-20 4.59869999e-21 6.26905753e-03))
316.75          	((1.18761084e+00 -6.56314291e-01 -2.54787473e-20) (2.56438681e-01 -6.82089098e-02 2.45763289e-20)) ((1.80588200e-19 1.13886116e-20 2.94295085e-08) (-8.99738193e-20 4.51326337e-21 5.94199883e-03))
316.8           	((1.18834857e+00 -6.51270673e-01 -2.53951392e-20) (2.56587578e-01 -6.88091324e-02 2.46363655e-20)) ((1.80590207e-19 1.10372048e-20 2.93287731e-08) (-9.00096809e-20 4.40092950e-21 5.61194125e-03))
316.85          	((1.18859955e+00 -6.46151410e-01 -2.53653422e-20) (2.56740403e-01 -6.93761158e-02 2.48742609e-20)) ((1.80577464e-19 1.07548363e-20 2.92435542e-08) (-9.00512606e-20 4.19012096e-21 5.27377413e-03))
316.9           	((1.18857649e+00 -6.40690884e-01 -2.53394298e-20) (2.56877659e-01 -6.98962986e-02 2.50098182e-20)) ((1.80531358e-19 1.04915460e-20 2.91768177e-08) (-9.00060612e-20 4.09507569e-21 4.92973690e-03))
316.95          	((1.18844010e+00 -6.33960590e-01 -2.52684537e-20) (2.56987404e-01 -7.03486799e-02 2.49639737e-20)) ((1.80480090e-19 1.01962402e-20 2.90951311e-08) (-8.98662975e-20 4.12845543e-21 4.58396148e-03))
317             	((1.18800140e+00 -6.27788457e-01 -2.51650646e-20) (2.57073845e-01 -7.07292210e-02 2.49525598e-20)) ((1.80387954e-19 9.89049837e-21 2.89961613e-08) (-8.95983649e-20 4.05177718e-21 4.23650666e-03))
317.05          	((1.18799497e+00 -6.20660722e-01 -2.51276435e-20) (2.57155141e-01 -7.10437264e-02 2.50296984e-20)) ((1.80322450e-19 9.66219847e-21 2.89276861e-08) (-8.93461698e-20 3.86342459e-21 3.88363791e-03))
317.1           	((1.18738662e+00 -6.12230407e-01 -2.49186604e-20) (2.57232925e-01 -7.12870914e-02 2.51458078e-20)) ((1.80248017e-19 9.27251030e-21 2.87217060e-08) (-8.90604641e-20 3.62698457e-21 3.52667095e-03))
317.15          	((1.18661183e+00 -6.04142888e-01 -2.48248298e-20) (2.57306694e-01 -7.14620873e-02 2.51848143e-20)) ((1.80140933e-19 9.01963991e-21 2.85577026e-08) (-8.87454844e-20 3.45447371e-21 3.16717676e-03))
317.2           	((1.18566124e+00 -5.95319855e-01 -2.47906224e-20) (2.57368441e-01 -7.15675276e-02 2.51659012e-20)) ((1.80023492e-19 8.81610964e-21 2.84355552e-08) (-8.83886343e-20 3.31433995e-21 2.80640908e-03))
317.25          	((1.18481928e+00 -5.85512323e-01 -2.46901556e-20) (2.57421842e-01 -7.16031643e-02 2.51518644e-20)) ((1.79931658e-19 8.58771578e-21 2.82999187e-08) (-8.79613884e-20 3.14310207e-21 2.43913916e-03))
317.3           	((1.18367747e+00 -5.75845401e-01 -2.45887168e-20) (2.57468889e-01 -7.15634154e-02 2.49625960e-20)) ((1.79795538e-19 8.37630980e-21 2.81703486e-08) (-8.75627195e-20 3.06979389e-21 2.07124258e-03))
317.35          	((1.18282646e+00 -5.65829328e-01 -2.45470446e-20) (2.57500917e-01 -7.14535038e-02 2.47140080e-20)) ((1.79692600e-19 8.22035123e-21 2.80623568e-08) (-8.71104434e-20 3.02479397e-21 1.70013171e-03))
317.4           	((1.18128398e+00 -5.54707833e-01 -2.44345614e-20) (2.57504081e-01 -7.12643458e-02 2.44291853e-20)) ((1.79538625e-19 8.02289714e-21 2.79355401e-08) (-8.66507005e-20 3.02098583e-21 1.32832994e-03))
317.45          	((1.17969078e+00 -5.43339371e-01 -2.43081363e-20) (2.57483905e-01 -7.10032635e-02 2.41628339e-20)) ((1.79369261e-19 7.82545144e-21 2.77990532e-08) (-8.59907777e-20 2.95715684e-21 9.58565263e-04))
317.5           	((1.17820372e+00 -5.31263182e-01 -2.41744003e-20) (2.57445475e-01 -7.06774795e-02 2.38435003e-20)) ((1.79207206e-19 7.62257965e-21 2.76544995e-08) (-8.51342276e-20 2.85127651e-21 5.89054137e-04))
317.55          	((1.17647057e+00 -5.19874151e-01 -2.40331435e-20) (2.57392595e-01 -7.03077726e-02 2.36925256e-20)) ((1.79021226e-19 7.45093813e-21 2.75211592e-08) (-8.43495770e-20 2.63519841e-21 2.16390901e-04))
317.6           	((1.17482796e+00 -5.07061373e-01 -2.38954183e-20) (2.57329955e-01 -6.98858263e-02 2.35709158e-20)) ((1.78851640e-19 7.28233448e-21 2.73832375e-08) (-8.35986064e-20 2.41420182e-21 -1.52279836e-04))
317.65          	((1.17276942e+00 -4.93990841e-01 -2.38545774e-20) (2.57258000e-01 -6.94109789e-02 2.36095863e-20)) ((1.78621929e-19 7.20892974e-21 2.73027041e-08) (-8.29415310e-20 2.14813291e-21 -5.16047593e-04))
317.7           	((1.17100372e+00 -4.80592293e-01 -2.38070597e-20) (2.57179087e-01 -6.88830695e-02 2.37500765e-20)) ((1.78412558e-19 7.14155523e-21 2.72440316e-08) (-8.24118793e-20 1.79249763e-21 -8.76657832e-04))
